Hour ,$/kWh,$/MWh,,,,,,,,,,Settlement Point Price,,,Year,Mean,Min ,Max,Std Dev
2276,0.02413,24.13,,,,,,,,,,,,,,,,,
2277,0.02083,20.83,,,,,,,,,,,,,,,,,
2278,0.01908,19.08,,,,,,,,,,,,,,,,,
2279,0.01783,17.83,,,,,,,,,,,,,,,,,
2280,0.01609,16.09,,,,,,,,,,,,,,,,,
2281,0.0149,14.9,,,,,,,,,,,,,,,,,
2282,0.01451,14.51,,,,,,,,,,,,,,,,,
2283,0.01425,14.25,,,,,,,,,,,,,,,,,
2284,0.01437,14.37,,,,,,,,,,,,,,,,,
2285,0.01434,14.34,,,,,,,,,,,,,,,,,
2286,0.01596,15.96,,,,,,,,,,,,,,,,,
2287,0.01579,15.79,,,,,,,,,,,,,,,,,
2288,0.01782,17.82,,,,,,,,,,,,,,,,,
2289,0.01829,18.29,,,,,,,,,,,,,,,,,
2290,0.01825,18.25,,,,,,,,,,,,,,,,,
2291,0.01839,18.39,,,,,,,,,,,,,,,,,
2292,0.01851,18.51,,,,,,,,,,,,,,,,,
2293,0.01656,16.56,,,,,,,,,,,,,,,,,
2294,0.01554,15.54,,,,,,,,,,,,,,,,,
2295,0.01434,14.34,,,,,,,,,,,,,,,,,
2296,0.01426,14.26,,,,,,,,,,,,,,,,,
2297,0.01615,16.15,,,,,,,,,,,,,,,,,
2298,0.01677,16.77,,,,,,,,,,,,,,,,,
2299,0.01955,19.55,,,,,,,,,,,,,,,,,
2300,0.01871,18.71,,,,,,,,,,,,,,,,,
2301,0.01528,15.28,,,,,,,,,,,,,,,,,
2302,0.01388,13.88,,,,,,,,,,,,,,,,,
2303,0.01202,12.02,,,,,,,,,,,,,,,,,
2304,0.0084,8.4,,,,,,,,,,,,,,,,,
2305,0.007,7,,,,,,,,,,,,,,,,,
2306,0.00744,7.44,,,,,,,,,,,,,,,,,
2307,0.00741,7.41,,,,,,,,,,,,,,,,,
2308,0.00912,9.12,,,,,,,,,,,,,,,,,
2309,0.01111,11.11,,,,,,,,,,,,,,,,,
2310,0.01436,14.36,,,,,,,,,,,,,,,,,
2311,0.0176,17.6,,,,,,,,,,,,,,,,,
2312,0.01517,15.17,,,,,,,,,,,,,,,,,
2313,0.01682,16.82,,,,,,,,,,,,,,,,,
2314,0.0171,17.1,,,,,,,,,,,,,,,,,
2315,0.01721,17.21,,,,,,,,,,,,,,,,,
2316,0.01914,19.14,,,,,,,,,,,,,,,,,
2317,0.02104,21.04,,,,,,,,,,,,,,,,,
2318,0.02657,26.57,,,,,,,,,,,,,,,,,
2319,0.02606,26.06,,,,,,,,,,,,,,,,,
2320,0.02207,22.07,,,,,,,,,,,,,,,,,
2321,0.02181,21.81,,,,,,,,,,,,,,,,,
2322,0.01998,19.98,,,,,,,,,,,,,,,,,
2323,0.02702,27.02,,,,,,,,,,,,,,,,,
2324,0.02105,21.05,,,,,,,,,,,,,,,,,
2325,0.01635,16.35,,,,,,,,,,,,,,,,,
2326,0.01388,13.88,,,,,,,,,,,,,,,,,
2327,0.01183,11.83,,,,,,,,,,,,,,,,,
2328,0.00808,8.08,,,,,,,,,,,,,,,,,
2329,0.00714,7.14,,,,,,,,,,,,,,,,,
2330,0.00636,6.36,,,,,,,,,,,,,,,,,
2331,0.00741,7.41,,,,,,,,,,,,,,,,,
2332,0.00949,9.49,,,,,,,,,,,,,,,,,
2333,0.01131,11.31,,,,,,,,,,,,,,,,,
2334,0.01431,14.31,,,,,,,,,,,,,,,,,
2335,0.01357,13.57,,,,,,,,,,,,,,,,,
2336,0.0149,14.9,,,,,,,,,,,,,,,,,
2337,0.01689,16.89,,,,,,,,,,,,,,,,,
2338,0.01826,18.26,,,,,,,,,,,,,,,,,
2339,0.01841,18.41,,,,,,,,,,,,,,,,,
2340,0.02116,21.16,,,,,,,,,,,,,,,,,
2341,0.03041,30.41,,,,,,,,,,,,,,,,,
2342,0.03477,34.77,,,,,,,,,,,,,,,,,
2343,0.05222,52.22,,,,,,,,,,,,,,,,,
2344,0.06132,61.32,,,,,,,,,,,,,,,,,
2345,0.05139,51.39,,,,,,,,,,,,,,,,,
2346,0.04657,46.57,,,,,,,,,,,,,,,,,
2347,0.03972,39.72,,,,,,,,,,,,,,,,,
2348,0.03037,30.37,,,,,,,,,,,,,,,,,
2349,0.0224,22.4,,,,,,,,,,,,,,,,,
2350,0.01673,16.73,,,,,,,,,,,,,,,,,
2351,0.01382,13.82,,,,,,,,,,,,,,,,,
2352,0.01213,12.13,,,,,,,,,,,,,,,,,
2353,0.01136,11.36,,,,,,,,,,,,,,,,,
2354,0.01002,10.02,,,,,,,,,,,,,,,,,
2355,0.01029,10.29,,,,,,,,,,,,,,,,,
2356,0.01136,11.36,,,,,,,,,,,,,,,,,
2357,0.01108,11.08,,,,,,,,,,,,,,,,,
2358,0.01754,17.54,,,,,,,,,,,,,,,,,
2359,0.01647,16.47,,,,,,,,,,,,,,,,,
2360,0.01836,18.36,,,,,,,,,,,,,,,,,
2361,0.02032,20.32,,,,,,,,,,,,,,,,,
2362,0.02126,21.26,,,,,,,,,,,,,,,,,
2363,0.02838,28.38,,,,,,,,,,,,,,,,,
2364,0.0379,37.9,,,,,,,,,,,,,,,,,
2365,0.06016,60.16,,,,,,,,,,,,,,,,,
2366,0.15249,152.49,,,,,,,,,,,,,,,,,
2367,0.25,250,,,,,,,,,,,,,,,,,
2368,0.28606,286.06,,,,,,,,,,,,,,,,,
2369,0.25,250,,,,,,,,,,,,,,,,,
2370,0.20146,201.46,,,,,,,,,,,,,,,,,
2371,0.07723,77.23,,,,,,,,,,,,,,,,,
2372,0.04337,43.37,,,,,,,,,,,,,,,,,
2373,0.03173,31.73,,,,,,,,,,,,,,,,,
2374,0.01975,19.75,,,,,,,,,,,,,,,,,
2375,0.01583,15.83,,,,,,,,,,,,,,,,,
2376,0.01522,15.22,,,,,,,,,,,,,,,,,
2377,0.01284,12.84,,,,,,,,,,,,,,,,,
2378,0.01245,12.45,,,,,,,,,,,,,,,,,
2379,0.01184,11.84,,,,,,,,,,,,,,,,,
2380,0.01175,11.75,,,,,,,,,,,,,,,,,
2381,0.01281,12.81,,,,,,,,,,,,,,,,,
2382,0.01486,14.86,,,,,,,,,,,,,,,,,
2383,0.01652,16.52,,,,,,,,,,,,,,,,,
2384,0.01798,17.98,,,,,,,,,,,,,,,,,
2385,0.01819,18.19,,,,,,,,,,,,,,,,,
2386,0.01965,19.65,,,,,,,,,,,,,,,,,
2387,0.02238,22.38,,,,,,,,,,,,,,,,,
2388,0.02827,28.27,,,,,,,,,,,,,,,,,
2389,0.03114,31.14,,,,,,,,,,,,,,,,,
2390,0.03884,38.84,,,,,,,,,,,,,,,,,
2391,0.03264,32.64,,,,,,,,,,,,,,,,,
2392,0.02982,29.82,,,,,,,,,,,,,,,,,
2393,0.02761,27.61,,,,,,,,,,,,,,,,,
2394,0.02355,23.55,,,,,,,,,,,,,,,,,
2395,0.02228,22.28,,,,,,,,,,,,,,,,,
2396,0.02257,22.57,,,,,,,,,,,,,,,,,
2397,0.01984,19.84,,,,,,,,,,,,,,,,,
2398,0.01602,16.02,,,,,,,,,,,,,,,,,
2399,0.01455,14.55,,,,,,,,,,,,,,,,,
2400,0.01417,14.17,,,,,,,,,,,,,,,,,
2401,0.01262,12.62,,,,,,,,,,,,,,,,,
2402,0.01167,11.67,,,,,,,,,,,,,,,,,
2403,0.01094,10.94,,,,,,,,,,,,,,,,,
2404,0.01095,10.95,,,,,,,,,,,,,,,,,
2405,0.01174,11.74,,,,,,,,,,,,,,,,,
2406,0.01297,12.97,,,,,,,,,,,,,,,,,
2407,0.01313,13.13,,,,,,,,,,,,,,,,,
2408,0.01396,13.96,,,,,,,,,,,,,,,,,
2409,0.0152,15.2,,,,,,,,,,,,,,,,,
2410,0.01612,16.12,,,,,,,,,,,,,,,,,
2411,0.01563,15.63,,,,,,,,,,,,,,,,,
2412,0.01721,17.21,,,,,,,,,,,,,,,,,
2413,0.01671,16.71,,,,,,,,,,,,,,,,,
2414,0.01712,17.12,,,,,,,,,,,,,,,,,
2415,0.01697,16.97,,,,,,,,,,,,,,,,,
2416,0.01746,17.46,,,,,,,,,,,,,,,,,
2417,0.01684,16.84,,,,,,,,,,,,,,,,,
2418,0.01699,16.99,,,,,,,,,,,,,,,,,
2419,0.01587,15.87,,,,,,,,,,,,,,,,,
2420,0.01537,15.37,,,,,,,,,,,,,,,,,
2421,0.01402,14.02,,,,,,,,,,,,,,,,,
2422,0.01214,12.14,,,,,,,,,,,,,,,,,
2423,0.011,11,,,,,,,,,,,,,,,,,
2424,0.00789,7.89,,,,,,,,,,,,,,,,,
2425,0.00537,5.37,,,,,,,,,,,,,,,,,
2426,0.00473,4.73,,,,,,,,,,,,,,,,,
2427,0.00476,4.76,,,,,,,,,,,,,,,,,
2428,0.00492,4.92,,,,,,,,,,,,,,,,,
2429,0.00766,7.66,,,,,,,,,,,,,,,,,
2430,0.01196,11.96,,,,,,,,,,,,,,,,,
2431,0.01223,12.23,,,,,,,,,,,,,,,,,
2432,0.01437,14.37,,,,,,,,,,,,,,,,,
2433,0.01491,14.91,,,,,,,,,,,,,,,,,
2434,0.01487,14.87,,,,,,,,,,,,,,,,,
2435,0.01558,15.58,,,,,,,,,,,,,,,,,
2436,0.01589,15.89,,,,,,,,,,,,,,,,,
2437,0.01638,16.38,,,,,,,,,,,,,,,,,
2438,0.01674,16.74,,,,,,,,,,,,,,,,,
2439,0.01637,16.37,,,,,,,,,,,,,,,,,
2440,0.01636,16.36,,,,,,,,,,,,,,,,,
2441,0.0182,18.2,,,,,,,,,,,,,,,,,
2442,0.01888,18.88,,,,,,,,,,,,,,,,,
2443,0.01981,19.81,,,,,,,,,,,,,,,,,
2444,0.0173,17.3,,,,,,,,,,,,,,,,,
2445,0.0164,16.4,,,,,,,,,,,,,,,,,
2446,0.0132,13.2,,,,,,,,,,,,,,,,,
2447,0.0117,11.7,,,,,,,,,,,,,,,,,
2448,0.01336,13.36,,,,,,,,,,,,,,,,,
2449,0.01153,11.53,,,,,,,,,,,,,,,,,
2450,0.01155,11.55,,,,,,,,,,,,,,,,,
2451,0.01101,11.01,,,,,,,,,,,,,,,,,
2452,0.01063,10.63,,,,,,,,,,,,,,,,,
2453,0.01099,10.99,,,,,,,,,,,,,,,,,
2454,0.01158,11.58,,,,,,,,,,,,,,,,,
2455,0.01208,12.08,,,,,,,,,,,,,,,,,
2456,0.01116,11.16,,,,,,,,,,,,,,,,,
2457,0.0143,14.3,,,,,,,,,,,,,,,,,
2458,0.01375,13.75,,,,,,,,,,,,,,,,,
2459,0.01129,11.29,,,,,,,,,,,,,,,,,
2460,0.01192,11.92,,,,,,,,,,,,,,,,,
2461,0.0125,12.5,,,,,,,,,,,,,,,,,
2462,0.01378,13.78,,,,,,,,,,,,,,,,,
2463,0.01454,14.54,,,,,,,,,,,,,,,,,
2464,0.01657,16.57,,,,,,,,,,,,,,,,,
2465,0.01682,16.82,,,,,,,,,,,,,,,,,
2466,0.01718,17.18,,,,,,,,,,,,,,,,,
2467,0.01472,14.72,,,,,,,,,,,,,,,,,
2468,0.01515,15.15,,,,,,,,,,,,,,,,,
2469,0.01386,13.86,,,,,,,,,,,,,,,,,
2470,0.01261,12.61,,,,,,,,,,,,,,,,,
2471,0.01064,10.64,,,,,,,,,,,,,,,,,
2472,0.01242,12.42,,,,,,,,,,,,,,,,,
2473,0.00964,9.64,,,,,,,,,,,,,,,,,
2474,0.00948,9.48,,,,,,,,,,,,,,,,,
2475,0.01027,10.27,,,,,,,,,,,,,,,,,
2476,0.01123,11.23,,,,,,,,,,,,,,,,,
2477,0.01512,15.12,,,,,,,,,,,,,,,,,
2478,0.0178,17.8,,,,,,,,,,,,,,,,,
2479,0.01987,19.87,,,,,,,,,,,,,,,,,
2480,0.01918,19.18,,,,,,,,,,,,,,,,,
2481,0.01969,19.69,,,,,,,,,,,,,,,,,
2482,0.01985,19.85,,,,,,,,,,,,,,,,,
2483,0.02003,20.03,,,,,,,,,,,,,,,,,
2484,0.02224,22.24,,,,,,,,,,,,,,,,,
2485,0.02065,20.65,,,,,,,,,,,,,,,,,
2486,0.02126,21.26,,,,,,,,,,,,,,,,,
2487,0.02216,22.16,,,,,,,,,,,,,,,,,
2488,0.02236,22.36,,,,,,,,,,,,,,,,,
2489,0.0217,21.7,,,,,,,,,,,,,,,,,
2490,0.02076,20.76,,,,,,,,,,,,,,,,,
2491,0.02515,25.15,,,,,,,,,,,,,,,,,
2492,0.02545,25.45,,,,,,,,,,,,,,,,,
2493,0.01995,19.95,,,,,,,,,,,,,,,,,
2494,0.01469,14.69,,,,,,,,,,,,,,,,,
2495,0.01376,13.76,,,,,,,,,,,,,,,,,
2496,0.01071,10.71,,,,,,,,,,,,,,,,,
2497,0.01081,10.81,,,,,,,,,,,,,,,,,
2498,0.01078,10.78,,,,,,,,,,,,,,,,,
2499,0.01123,11.23,,,,,,,,,,,,,,,,,
2500,0.01359,13.59,,,,,,,,,,,,,,,,,
2501,0.01659,16.59,,,,,,,,,,,,,,,,,
2502,0.02063,20.63,,,,,,,,,,,,,,,,,
2503,0.0209,20.9,,,,,,,,,,,,,,,,,
2504,0.02591,25.91,,,,,,,,,,,,,,,,,
2505,0.02499,24.99,,,,,,,,,,,,,,,,,
2506,0.02242,22.42,,,,,,,,,,,,,,,,,
2507,0.02337,23.37,,,,,,,,,,,,,,,,,
2508,0.02207,22.07,,,,,,,,,,,,,,,,,
2509,0.02188,21.88,,,,,,,,,,,,,,,,,
2510,0.02199,21.99,,,,,,,,,,,,,,,,,
2511,0.02176,21.76,,,,,,,,,,,,,,,,,
2512,0.02481,24.81,,,,,,,,,,,,,,,,,
2513,0.02656,26.56,,,,,,,,,,,,,,,,,
2514,0.02544,25.44,,,,,,,,,,,,,,,,,
2515,0.03513,35.13,,,,,,,,,,,,,,,,,
2516,0.04197,41.97,,,,,,,,,,,,,,,,,
2517,0.02198,21.98,,,,,,,,,,,,,,,,,
2518,0.01748,17.48,,,,,,,,,,,,,,,,,
2519,0.01528,15.28,,,,,,,,,,,,,,,,,
2520,0.01594,15.94,,,,,,,,,,,,,,,,,
2521,0.01467,14.67,,,,,,,,,,,,,,,,,
2522,0.01404,14.04,,,,,,,,,,,,,,,,,
2523,0.01393,13.93,,,,,,,,,,,,,,,,,
2524,0.01505,15.05,,,,,,,,,,,,,,,,,
2525,0.01708,17.08,,,,,,,,,,,,,,,,,
2526,0.03482,34.82,,,,,,,,,,,,,,,,,
2527,0.03245,32.45,,,,,,,,,,,,,,,,,
2528,0.02585,25.85,,,,,,,,,,,,,,,,,
2529,0.02701,27.01,,,,,,,,,,,,,,,,,
2530,0.01979,19.79,,,,,,,,,,,,,,,,,
2531,0.01905,19.05,,,,,,,,,,,,,,,,,
2532,0.01714,17.14,,,,,,,,,,,,,,,,,
2533,0.01702,17.02,,,,,,,,,,,,,,,,,
2534,0.0161,16.1,,,,,,,,,,,,,,,,,
2535,0.01653,16.53,,,,,,,,,,,,,,,,,
2536,0.01596,15.96,,,,,,,,,,,,,,,,,
2537,0.01612,16.12,,,,,,,,,,,,,,,,,
2538,0.0165,16.5,,,,,,,,,,,,,,,,,
2539,0.01895,18.95,,,,,,,,,,,,,,,,,
2540,0.01636,16.36,,,,,,,,,,,,,,,,,
2541,0.01397,13.97,,,,,,,,,,,,,,,,,
2542,0.01092,10.92,,,,,,,,,,,,,,,,,
2543,0.01028,10.28,,,,,,,,,,,,,,,,,
2544,0.00756,7.56,,,,,,,,,,,,,,,,,
2545,0.0061,6.1,,,,,,,,,,,,,,,,,
2546,0.00568,5.68,,,,,,,,,,,,,,,,,
2547,0.00679,6.79,,,,,,,,,,,,,,,,,
2548,0.00759,7.59,,,,,,,,,,,,,,,,,
2549,0.00811,8.11,,,,,,,,,,,,,,,,,
2550,0.01217,12.17,,,,,,,,,,,,,,,,,
2551,0.01311,13.11,,,,,,,,,,,,,,,,,
2552,0.01199,11.99,,,,,,,,,,,,,,,,,
2553,0.01175,11.75,,,,,,,,,,,,,,,,,
2554,0.01149,11.49,,,,,,,,,,,,,,,,,
2555,0.01105,11.05,,,,,,,,,,,,,,,,,
2556,0.0114,11.4,,,,,,,,,,,,,,,,,
2557,0.01125,11.25,,,,,,,,,,,,,,,,,
2558,0.01211,12.11,,,,,,,,,,,,,,,,,
2559,0.01237,12.37,,,,,,,,,,,,,,,,,
2560,0.01342,13.42,,,,,,,,,,,,,,,,,
2561,0.01348,13.48,,,,,,,,,,,,,,,,,
2562,0.01313,13.13,,,,,,,,,,,,,,,,,
2563,0.01271,12.71,,,,,,,,,,,,,,,,,
2564,0.01403,14.03,,,,,,,,,,,,,,,,,
2565,0.0124,12.4,,,,,,,,,,,,,,,,,
2566,0.01013,10.13,,,,,,,,,,,,,,,,,
2567,0.00883,8.83,,,,,,,,,,,,,,,,,
2568,0.00745,7.45,,,,,,,,,,,,,,,,,
2569,0.00631,6.31,,,,,,,,,,,,,,,,,
2570,0.00594,5.94,,,,,,,,,,,,,,,,,
2571,0.00658,6.58,,,,,,,,,,,,,,,,,
2572,0.00672,6.72,,,,,,,,,,,,,,,,,
2573,0.00879,8.79,,,,,,,,,,,,,,,,,
2574,0.01227,12.27,,,,,,,,,,,,,,,,,
2575,0.01247,12.47,,,,,,,,,,,,,,,,,
2576,0.01221,12.21,,,,,,,,,,,,,,,,,
2577,0.01287,12.87,,,,,,,,,,,,,,,,,
2578,0.01412,14.12,,,,,,,,,,,,,,,,,
2579,0.01717,17.17,,,,,,,,,,,,,,,,,
2580,0.01891,18.91,,,,,,,,,,,,,,,,,
2581,0.0205,20.5,,,,,,,,,,,,,,,,,
2582,0.02558,25.58,,,,,,,,,,,,,,,,,
2583,0.02596,25.96,,,,,,,,,,,,,,,,,
2584,0.02537,25.37,,,,,,,,,,,,,,,,,
2585,0.02674,26.74,,,,,,,,,,,,,,,,,
2586,0.02538,25.38,,,,,,,,,,,,,,,,,
2587,0.02546,25.46,,,,,,,,,,,,,,,,,
2588,0.0303,30.3,,,,,,,,,,,,,,,,,
2589,0.02139,21.39,,,,,,,,,,,,,,,,,
2590,0.01684,16.84,,,,,,,,,,,,,,,,,
2591,0.0147,14.7,,,,,,,,,,,,,,,,,
2592,0.01256,12.56,,,,,,,,,,,,,,,,,
2593,0.01093,10.93,,,,,,,,,,,,,,,,,
2594,0.01054,10.54,,,,,,,,,,,,,,,,,
2595,0.01044,10.44,,,,,,,,,,,,,,,,,
2596,0.01164,11.64,,,,,,,,,,,,,,,,,
2597,0.01306,13.06,,,,,,,,,,,,,,,,,
2598,0.01494,14.94,,,,,,,,,,,,,,,,,
2599,0.01678,16.78,,,,,,,,,,,,,,,,,
2600,0.01891,18.91,,,,,,,,,,,,,,,,,
2601,0.02108,21.08,,,,,,,,,,,,,,,,,
2602,0.01886,18.86,,,,,,,,,,,,,,,,,
2603,0.01796,17.96,,,,,,,,,,,,,,,,,
2604,0.01702,17.02,,,,,,,,,,,,,,,,,
2605,0.01536,15.36,,,,,,,,,,,,,,,,,
2606,0.01421,14.21,,,,,,,,,,,,,,,,,
2607,0.01504,15.04,,,,,,,,,,,,,,,,,
2608,0.0151,15.1,,,,,,,,,,,,,,,,,
2609,0.01543,15.43,,,,,,,,,,,,,,,,,
2610,0.01519,15.19,,,,,,,,,,,,,,,,,
2611,0.01389,13.89,,,,,,,,,,,,,,,,,
2612,0.0146,14.6,,,,,,,,,,,,,,,,,
2613,0.01381,13.81,,,,,,,,,,,,,,,,,
2614,0.00981,9.81,,,,,,,,,,,,,,,,,
2615,0.01051,10.51,,,,,,,,,,,,,,,,,
2616,0.00855,8.55,,,,,,,,,,,,,,,,,
2617,0.00772,7.72,,,,,,,,,,,,,,,,,
2618,0.00627,6.27,,,,,,,,,,,,,,,,,
2619,0.00577,5.77,,,,,,,,,,,,,,,,,
2620,0.00643,6.43,,,,,,,,,,,,,,,,,
2621,0.00663,6.63,,,,,,,,,,,,,,,,,
2622,0.01118,11.18,,,,,,,,,,,,,,,,,
2623,0.01204,12.04,,,,,,,,,,,,,,,,,
2624,0.01262,12.62,,,,,,,,,,,,,,,,,
2625,0.01215,12.15,,,,,,,,,,,,,,,,,
2626,0.01335,13.35,,,,,,,,,,,,,,,,,
2627,0.01388,13.88,,,,,,,,,,,,,,,,,
2628,0.01547,15.47,,,,,,,,,,,,,,,,,
2629,0.0187,18.7,,,,,,,,,,,,,,,,,
2630,0.01848,18.48,,,,,,,,,,,,,,,,,
2631,0.02321,23.21,,,,,,,,,,,,,,,,,
2632,0.03436,34.36,,,,,,,,,,,,,,,,,
2633,0.03968,39.68,,,,,,,,,,,,,,,,,
2634,0.06097,60.97,,,,,,,,,,,,,,,,,
2635,0.06628,66.28,,,,,,,,,,,,,,,,,
2636,0.04533,45.33,,,,,,,,,,,,,,,,,
2637,0.02671,26.71,,,,,,,,,,,,,,,,,
2638,0.01877,18.77,,,,,,,,,,,,,,,,,
2639,0.01541,15.41,,,,,,,,,,,,,,,,,
2640,0.01455,14.55,,,,,,,,,,,,,,,,,
2641,0.01297,12.97,,,,,,,,,,,,,,,,,
2642,0.01326,13.26,,,,,,,,,,,,,,,,,
2643,0.01334,13.34,,,,,,,,,,,,,,,,,
2644,0.01421,14.21,,,,,,,,,,,,,,,,,
2645,0.01614,16.14,,,,,,,,,,,,,,,,,
2646,0.02085,20.85,,,,,,,,,,,,,,,,,
2647,0.02025,20.25,,,,,,,,,,,,,,,,,
2648,0.02074,20.74,,,,,,,,,,,,,,,,,
2649,0.02053,20.53,,,,,,,,,,,,,,,,,
2650,0.02175,21.75,,,,,,,,,,,,,,,,,
2651,0.02391,23.91,,,,,,,,,,,,,,,,,
2652,0.02896,28.96,,,,,,,,,,,,,,,,,
2653,0.03669,36.69,,,,,,,,,,,,,,,,,
2654,0.04828,48.28,,,,,,,,,,,,,,,,,
2655,0.06533,65.33,,,,,,,,,,,,,,,,,
2656,0.09779,97.79,,,,,,,,,,,,,,,,,
2657,0.08097,80.97,,,,,,,,,,,,,,,,,
2658,0.06163,61.63,,,,,,,,,,,,,,,,,
2659,0.03864,38.64,,,,,,,,,,,,,,,,,
2660,0.0325,32.5,,,,,,,,,,,,,,,,,
2661,0.02374,23.74,,,,,,,,,,,,,,,,,
2662,0.01585,15.85,,,,,,,,,,,,,,,,,
2663,0.01413,14.13,,,,,,,,,,,,,,,,,
2664,0.01316,13.16,,,,,,,,,,,,,,,,,
2665,0.01221,12.21,,,,,,,,,,,,,,,,,
2666,0.01202,12.02,,,,,,,,,,,,,,,,,
2667,0.01293,12.93,,,,,,,,,,,,,,,,,
2668,0.01403,14.03,,,,,,,,,,,,,,,,,
2669,0.01542,15.42,,,,,,,,,,,,,,,,,
2670,0.0187,18.7,,,,,,,,,,,,,,,,,
2671,0.01915,19.15,,,,,,,,,,,,,,,,,
2672,0.02047,20.47,,,,,,,,,,,,,,,,,
2673,0.0204,20.4,,,,,,,,,,,,,,,,,
2674,0.01963,19.63,,,,,,,,,,,,,,,,,
2675,0.02039,20.39,,,,,,,,,,,,,,,,,
2676,0.02026,20.26,,,,,,,,,,,,,,,,,
2677,0.02181,21.81,,,,,,,,,,,,,,,,,
2678,0.02612,26.12,,,,,,,,,,,,,,,,,
2679,0.02959,29.59,,,,,,,,,,,,,,,,,
2680,0.02886,28.86,,,,,,,,,,,,,,,,,
2681,0.0294,29.4,,,,,,,,,,,,,,,,,
2682,0.02994,29.94,,,,,,,,,,,,,,,,,
2683,0.0278,27.8,,,,,,,,,,,,,,,,,
2684,0.02334,23.34,,,,,,,,,,,,,,,,,
2685,0.01698,16.98,,,,,,,,,,,,,,,,,
2686,0.0141,14.1,,,,,,,,,,,,,,,,,
2687,0.01246,12.46,,,,,,,,,,,,,,,,,
2688,0.01037,10.37,,,,,,,,,,,,,,,,,
2689,0.00865,8.65,,,,,,,,,,,,,,,,,
2690,0.00847,8.47,,,,,,,,,,,,,,,,,
2691,0.00874,8.74,,,,,,,,,,,,,,,,,
2692,0.0094,9.4,,,,,,,,,,,,,,,,,
2693,0.01076,10.76,,,,,,,,,,,,,,,,,
2694,0.01338,13.38,,,,,,,,,,,,,,,,,
2695,0.01123,11.23,,,,,,,,,,,,,,,,,
2696,0.01129,11.29,,,,,,,,,,,,,,,,,
2697,0.01122,11.22,,,,,,,,,,,,,,,,,
2698,0.0112,11.2,,,,,,,,,,,,,,,,,
2699,0.01422,14.22,,,,,,,,,,,,,,,,,
2700,0.01522,15.22,,,,,,,,,,,,,,,,,
2701,0.01608,16.08,,,,,,,,,,,,,,,,,
2702,0.01538,15.38,,,,,,,,,,,,,,,,,
2703,0.01803,18.03,,,,,,,,,,,,,,,,,
2704,0.01869,18.69,,,,,,,,,,,,,,,,,
2705,0.01708,17.08,,,,,,,,,,,,,,,,,
2706,0.01851,18.51,,,,,,,,,,,,,,,,,
2707,0.03111,31.11,,,,,,,,,,,,,,,,,
2708,0.04196,41.96,,,,,,,,,,,,,,,,,
2709,0.02338,23.38,,,,,,,,,,,,,,,,,
2710,0.01614,16.14,,,,,,,,,,,,,,,,,
2711,0.01431,14.31,,,,,,,,,,,,,,,,,
2712,0.01554,15.54,,,,,,,,,,,,,,,,,
2713,0.01503,15.03,,,,,,,,,,,,,,,,,
2714,0.01384,13.84,,,,,,,,,,,,,,,,,
2715,0.01458,14.58,,,,,,,,,,,,,,,,,
2716,0.01517,15.17,,,,,,,,,,,,,,,,,
2717,0.01675,16.75,,,,,,,,,,,,,,,,,
2718,0.02054,20.54,,,,,,,,,,,,,,,,,
2719,0.02,20,,,,,,,,,,,,,,,,,
2720,0.0202,20.2,,,,,,,,,,,,,,,,,
2721,0.02063,20.63,,,,,,,,,,,,,,,,,
2722,0.02301,23.01,,,,,,,,,,,,,,,,,
2723,0.0257,25.7,,,,,,,,,,,,,,,,,
2724,0.03085,30.85,,,,,,,,,,,,,,,,,
2725,0.03741,37.41,,,,,,,,,,,,,,,,,
2726,0.05544,55.44,,,,,,,,,,,,,,,,,
2727,0.07226,72.26,,,,,,,,,,,,,,,,,
2728,0.08639,86.39,,,,,,,,,,,,,,,,,
2729,0.08527,85.27,,,,,,,,,,,,,,,,,
2730,0.06042,60.42,,,,,,,,,,,,,,,,,
2731,0.03969,39.69,,,,,,,,,,,,,,,,,
2732,0.02596,25.96,,,,,,,,,,,,,,,,,
2733,0.01983,19.83,,,,,,,,,,,,,,,,,
2734,0.01537,15.37,,,,,,,,,,,,,,,,,
2735,0.01238,12.38,,,,,,,,,,,,,,,,,
2736,0.00998,9.98,,,,,,,,,,,,,,,,,
2737,0.00862,8.62,,,,,,,,,,,,,,,,,
2738,0.00802,8.02,,,,,,,,,,,,,,,,,
2739,0.00861,8.61,,,,,,,,,,,,,,,,,
2740,0.009,9,,,,,,,,,,,,,,,,,
2741,0.01022,10.22,,,,,,,,,,,,,,,,,
2742,0.01484,14.84,,,,,,,,,,,,,,,,,
2743,0.01448,14.48,,,,,,,,,,,,,,,,,
2744,0.01565,15.65,,,,,,,,,,,,,,,,,
2745,0.01594,15.94,,,,,,,,,,,,,,,,,
2746,0.01714,17.14,,,,,,,,,,,,,,,,,
2747,0.01815,18.15,,,,,,,,,,,,,,,,,
2748,0.01926,19.26,,,,,,,,,,,,,,,,,
2749,0.02259,22.59,,,,,,,,,,,,,,,,,
2750,0.02841,28.41,,,,,,,,,,,,,,,,,
2751,0.03032,30.32,,,,,,,,,,,,,,,,,
2752,0.0512,51.2,,,,,,,,,,,,,,,,,
2753,0.04569,45.69,,,,,,,,,,,,,,,,,
2754,0.03232,32.32,,,,,,,,,,,,,,,,,
2755,0.02447,24.47,,,,,,,,,,,,,,,,,
2756,0.02317,23.17,,,,,,,,,,,,,,,,,
