Hour ,$/kWh,$/MWh,,,,,,,,,,Settlement Point Price,,,Year,Mean,Min ,Max,Std Dev
2757,0.01895,18.95,,,,,,,,,,,,,,,,,
2758,0.01515,15.15,,,,,,,,,,,,,,,,,
2759,0.0137,13.7,,,,,,,,,,,,,,,,,
2760,0.01194,11.94,,,,,,,,,,,,,,,,,
2761,0.0106,10.6,,,,,,,,,,,,,,,,,
2762,0.01097,10.97,,,,,,,,,,,,,,,,,
2763,0.0119,11.9,,,,,,,,,,,,,,,,,
2764,0.01204,12.04,,,,,,,,,,,,,,,,,
2765,0.01262,12.62,,,,,,,,,,,,,,,,,
2766,0.01336,13.36,,,,,,,,,,,,,,,,,
2767,0.01447,14.47,,,,,,,,,,,,,,,,,
2768,0.01533,15.33,,,,,,,,,,,,,,,,,
2769,0.01565,15.65,,,,,,,,,,,,,,,,,
2770,0.0176,17.6,,,,,,,,,,,,,,,,,
2771,0.01972,19.72,,,,,,,,,,,,,,,,,
2772,0.02352,23.52,,,,,,,,,,,,,,,,,
2773,0.02326,23.26,,,,,,,,,,,,,,,,,
2774,0.02997,29.97,,,,,,,,,,,,,,,,,
2775,0.03767,37.67,,,,,,,,,,,,,,,,,
2776,0.03695,36.95,,,,,,,,,,,,,,,,,
2777,0.0316,31.6,,,,,,,,,,,,,,,,,
2778,0.02783,27.83,,,,,,,,,,,,,,,,,
2779,0.02645,26.45,,,,,,,,,,,,,,,,,
2780,0.02089,20.89,,,,,,,,,,,,,,,,,
2781,0.01898,18.98,,,,,,,,,,,,,,,,,
2782,0.01718,17.18,,,,,,,,,,,,,,,,,
2783,0.01483,14.83,,,,,,,,,,,,,,,,,
2784,0.01359,13.59,,,,,,,,,,,,,,,,,
2785,0.01197,11.97,,,,,,,,,,,,,,,,,
2786,0.01092,10.92,,,,,,,,,,,,,,,,,
2787,0.01087,10.87,,,,,,,,,,,,,,,,,
2788,0.01073,10.73,,,,,,,,,,,,,,,,,
2789,0.01079,10.79,,,,,,,,,,,,,,,,,
2790,0.01142,11.42,,,,,,,,,,,,,,,,,
2791,0.01151,11.51,,,,,,,,,,,,,,,,,
2792,0.0131,13.1,,,,,,,,,,,,,,,,,
2793,0.01325,13.25,,,,,,,,,,,,,,,,,
2794,0.01345,13.45,,,,,,,,,,,,,,,,,
2795,0.0148,14.8,,,,,,,,,,,,,,,,,
2796,0.01656,16.56,,,,,,,,,,,,,,,,,
2797,0.01698,16.98,,,,,,,,,,,,,,,,,
2798,0.01734,17.34,,,,,,,,,,,,,,,,,
2799,0.02117,21.17,,,,,,,,,,,,,,,,,
2800,0.02028,20.28,,,,,,,,,,,,,,,,,
2801,0.01976,19.76,,,,,,,,,,,,,,,,,
2802,0.02745,27.45,,,,,,,,,,,,,,,,,
2803,0.01618,16.18,,,,,,,,,,,,,,,,,
2804,0.01535,15.35,,,,,,,,,,,,,,,,,
2805,0.0122,12.2,,,,,,,,,,,,,,,,,
2806,0.01014,10.14,,,,,,,,,,,,,,,,,
2807,0.00881,8.81,,,,,,,,,,,,,,,,,
2808,0.00739,7.39,,,,,,,,,,,,,,,,,
2809,0.00557,5.57,,,,,,,,,,,,,,,,,
2810,0.00382,3.82,,,,,,,,,,,,,,,,,
2811,0.00401,4.01,,,,,,,,,,,,,,,,,
2812,0.00526,5.26,,,,,,,,,,,,,,,,,
2813,0.00723,7.23,,,,,,,,,,,,,,,,,
2814,0.00879,8.79,,,,,,,,,,,,,,,,,
2815,0.00931,9.31,,,,,,,,,,,,,,,,,
2816,0.00823,8.23,,,,,,,,,,,,,,,,,
2817,0.01442,14.42,,,,,,,,,,,,,,,,,
2818,0.0142,14.2,,,,,,,,,,,,,,,,,
2819,0.01424,14.24,,,,,,,,,,,,,,,,,
2820,0.01882,18.82,,,,,,,,,,,,,,,,,
2821,0.02339,23.39,,,,,,,,,,,,,,,,,
2822,0.02528,25.28,,,,,,,,,,,,,,,,,
2823,0.02561,25.61,,,,,,,,,,,,,,,,,
2824,0.0392,39.2,,,,,,,,,,,,,,,,,
2825,0.02672,26.72,,,,,,,,,,,,,,,,,
2826,0.0231,23.1,,,,,,,,,,,,,,,,,
2827,0.02477,24.77,,,,,,,,,,,,,,,,,
2828,0.02205,22.05,,,,,,,,,,,,,,,,,
2829,0.01785,17.85,,,,,,,,,,,,,,,,,
2830,0.01648,16.48,,,,,,,,,,,,,,,,,
2831,0.01192,11.92,,,,,,,,,,,,,,,,,
2832,0.01131,11.31,,,,,,,,,,,,,,,,,
2833,0.00959,9.59,,,,,,,,,,,,,,,,,
2834,0.00684,6.84,,,,,,,,,,,,,,,,,
2835,0.00648,6.48,,,,,,,,,,,,,,,,,
2836,0.0071,7.1,,,,,,,,,,,,,,,,,
2837,0.00944,9.44,,,,,,,,,,,,,,,,,
2838,0.02105,21.05,,,,,,,,,,,,,,,,,
2839,0.01491,14.91,,,,,,,,,,,,,,,,,
2840,0.01589,15.89,,,,,,,,,,,,,,,,,
2841,0.01604,16.04,,,,,,,,,,,,,,,,,
2842,0.01844,18.44,,,,,,,,,,,,,,,,,
2843,0.01944,19.44,,,,,,,,,,,,,,,,,
2844,0.02433,24.33,,,,,,,,,,,,,,,,,
2845,0.0263,26.3,,,,,,,,,,,,,,,,,
2846,0.03502,35.02,,,,,,,,,,,,,,,,,
2847,0.03619,36.19,,,,,,,,,,,,,,,,,
2848,0.06187,61.87,,,,,,,,,,,,,,,,,
2849,0.04879,48.79,,,,,,,,,,,,,,,,,
2850,0.03456,34.56,,,,,,,,,,,,,,,,,
2851,0.03076,30.76,,,,,,,,,,,,,,,,,
2852,0.03199,31.99,,,,,,,,,,,,,,,,,
2853,0.02441,24.41,,,,,,,,,,,,,,,,,
2854,0.01795,17.95,,,,,,,,,,,,,,,,,
2855,0.01591,15.91,,,,,,,,,,,,,,,,,
2856,0.01338,13.38,,,,,,,,,,,,,,,,,
2857,0.01167,11.67,,,,,,,,,,,,,,,,,
2858,0.00874,8.74,,,,,,,,,,,,,,,,,
2859,0.00656,6.56,,,,,,,,,,,,,,,,,
2860,0.0073,7.3,,,,,,,,,,,,,,,,,
2861,0.00711,7.11,,,,,,,,,,,,,,,,,
2862,0.01156,11.56,,,,,,,,,,,,,,,,,
2863,0.01146,11.46,,,,,,,,,,,,,,,,,
2864,0.01221,12.21,,,,,,,,,,,,,,,,,
2865,0.01496,14.96,,,,,,,,,,,,,,,,,
2866,0.01495,14.95,,,,,,,,,,,,,,,,,
2867,0.01714,17.14,,,,,,,,,,,,,,,,,
2868,0.0181,18.1,,,,,,,,,,,,,,,,,
2869,0.01621,16.21,,,,,,,,,,,,,,,,,
2870,0.01874,18.74,,,,,,,,,,,,,,,,,
2871,0.02254,22.54,,,,,,,,,,,,,,,,,
2872,0.02784,27.84,,,,,,,,,,,,,,,,,
2873,0.02896,28.96,,,,,,,,,,,,,,,,,
2874,0.02824,28.24,,,,,,,,,,,,,,,,,
2875,0.02753,27.53,,,,,,,,,,,,,,,,,
2876,0.03936,39.36,,,,,,,,,,,,,,,,,
2877,0.02593,25.93,,,,,,,,,,,,,,,,,
2878,0.01969,19.69,,,,,,,,,,,,,,,,,
2879,0.01748,17.48,,,,,,,,,,,,,,,,,
2880,0.01642,16.42,,,,,,,,,,,,,,,,,
2881,0.01502,15.02,,,,,,,,,,,,,,,,,
2882,0.01409,14.09,,,,,,,,,,,,,,,,,
2883,0.01315,13.15,,,,,,,,,,,,,,,,,
2884,0.01282,12.82,,,,,,,,,,,,,,,,,
2885,0.01184,11.84,,,,,,,,,,,,,,,,,
2886,0.01664,16.64,,,,,,,,,,,,,,,,,
2887,0.01547,15.47,,,,,,,,,,,,,,,,,
2888,0.01487,14.87,,,,,,,,,,,,,,,,,
2889,0.01646,16.46,,,,,,,,,,,,,,,,,
2890,0.01565,15.65,,,,,,,,,,,,,,,,,
2891,0.01621,16.21,,,,,,,,,,,,,,,,,
2892,0.01686,16.86,,,,,,,,,,,,,,,,,
2893,0.01851,18.51,,,,,,,,,,,,,,,,,
2894,0.02072,20.72,,,,,,,,,,,,,,,,,
2895,0.02859,28.59,,,,,,,,,,,,,,,,,
2896,0.03068,30.68,,,,,,,,,,,,,,,,,
2897,0.03134,31.34,,,,,,,,,,,,,,,,,
2898,0.02641,26.41,,,,,,,,,,,,,,,,,
2899,0.02135,21.35,,,,,,,,,,,,,,,,,
2900,0.01733,17.33,,,,,,,,,,,,,,,,,
2901,0.01481,14.81,,,,,,,,,,,,,,,,,
2902,0.01139,11.39,,,,,,,,,,,,,,,,,
2903,0.01088,10.88,,,,,,,,,,,,,,,,,
2904,0.00776,7.76,,,,,,,,,,,,,,,,,
2905,0.00493,4.93,,,,,,,,,,,,,,,,,
2906,0.00388,3.88,,,,,,,,,,,,,,,,,
2907,0.00374,3.74,,,,,,,,,,,,,,,,,
2908,0.00429,4.29,,,,,,,,,,,,,,,,,
2909,0.00571,5.71,,,,,,,,,,,,,,,,,
2910,0.01035,10.35,,,,,,,,,,,,,,,,,
2911,0.01004,10.04,,,,,,,,,,,,,,,,,
2912,0.01059,10.59,,,,,,,,,,,,,,,,,
2913,0.01065,10.65,,,,,,,,,,,,,,,,,
2914,0.01501,15.01,,,,,,,,,,,,,,,,,
2915,0.01086,10.86,,,,,,,,,,,,,,,,,
2916,0.01315,13.15,,,,,,,,,,,,,,,,,
2917,0.01439,14.39,,,,,,,,,,,,,,,,,
2918,0.01583,15.83,,,,,,,,,,,,,,,,,
2919,0.03244,32.44,,,,,,,,,,,,,,,,,
2920,0.03979,39.79,,,,,,,,,,,,,,,,,
2921,0.02569,25.69,,,,,,,,,,,,,,,,,
2922,0.02432,24.32,,,,,,,,,,,,,,,,,
2923,0.01781,17.81,,,,,,,,,,,,,,,,,
2924,0.01407,14.07,,,,,,,,,,,,,,,,,
2925,0.01497,14.97,,,,,,,,,,,,,,,,,
2926,0.01218,12.18,,,,,,,,,,,,,,,,,
2927,0.01021,10.21,,,,,,,,,,,,,,,,,
2928,0.01023,10.23,,,,,,,,,,,,,,,,,
2929,0.00435,4.35,,,,,,,,,,,,,,,,,
2930,0.00394,3.94,,,,,,,,,,,,,,,,,
2931,0.00348,3.48,,,,,,,,,,,,,,,,,
2932,0.00331,3.31,,,,,,,,,,,,,,,,,
2933,0.00419,4.19,,,,,,,,,,,,,,,,,
2934,0.00781,7.81,,,,,,,,,,,,,,,,,
2935,0.01002,10.02,,,,,,,,,,,,,,,,,
2936,0.01268,12.68,,,,,,,,,,,,,,,,,
2937,0.01254,12.54,,,,,,,,,,,,,,,,,
2938,0.01365,13.65,,,,,,,,,,,,,,,,,
2939,0.01348,13.48,,,,,,,,,,,,,,,,,
2940,0.01561,15.61,,,,,,,,,,,,,,,,,
2941,0.01886,18.86,,,,,,,,,,,,,,,,,
2942,0.02627,26.27,,,,,,,,,,,,,,,,,
2943,0.03592,35.92,,,,,,,,,,,,,,,,,
2944,0.03024,30.24,,,,,,,,,,,,,,,,,
2945,0.02488,24.88,,,,,,,,,,,,,,,,,
2946,0.02411,24.11,,,,,,,,,,,,,,,,,
2947,0.01588,15.88,,,,,,,,,,,,,,,,,
2948,0.0152,15.2,,,,,,,,,,,,,,,,,
2949,0.01483,14.83,,,,,,,,,,,,,,,,,
2950,0.01257,12.57,,,,,,,,,,,,,,,,,
2951,0.01098,10.98,,,,,,,,,,,,,,,,,
2952,0.01308,13.08,,,,,,,,,,,,,,,,,
2953,0.01224,12.24,,,,,,,,,,,,,,,,,
2954,0.00526,5.26,,,,,,,,,,,,,,,,,
2955,0.00618,6.18,,,,,,,,,,,,,,,,,
2956,0.00693,6.93,,,,,,,,,,,,,,,,,
2957,0.00811,8.11,,,,,,,,,,,,,,,,,
2958,0.01198,11.98,,,,,,,,,,,,,,,,,
2959,0.0139,13.9,,,,,,,,,,,,,,,,,
2960,0.01391,13.91,,,,,,,,,,,,,,,,,
2961,0.01519,15.19,,,,,,,,,,,,,,,,,
2962,0.01741,17.41,,,,,,,,,,,,,,,,,
2963,0.02003,20.03,,,,,,,,,,,,,,,,,
2964,0.02592,25.92,,,,,,,,,,,,,,,,,
2965,0.03236,32.36,,,,,,,,,,,,,,,,,
2966,0.05387,53.87,,,,,,,,,,,,,,,,,
2967,0.09024,90.24,,,,,,,,,,,,,,,,,
2968,0.11665,116.65,,,,,,,,,,,,,,,,,
2969,0.08381,83.81,,,,,,,,,,,,,,,,,
2970,0.03311,33.11,,,,,,,,,,,,,,,,,
2971,0.02764,27.64,,,,,,,,,,,,,,,,,
2972,0.02256,22.56,,,,,,,,,,,,,,,,,
2973,0.01877,18.77,,,,,,,,,,,,,,,,,
2974,0.01682,16.82,,,,,,,,,,,,,,,,,
2975,0.01384,13.84,,,,,,,,,,,,,,,,,
2976,0.01355,13.55,,,,,,,,,,,,,,,,,
2977,0.01398,13.98,,,,,,,,,,,,,,,,,
2978,0.0063,6.3,,,,,,,,,,,,,,,,,
2979,0.00525,5.25,,,,,,,,,,,,,,,,,
2980,0.00526,5.26,,,,,,,,,,,,,,,,,
2981,0.00647,6.47,,,,,,,,,,,,,,,,,
2982,0.01348,13.48,,,,,,,,,,,,,,,,,
2983,0.01309,13.09,,,,,,,,,,,,,,,,,
2984,0.01207,12.07,,,,,,,,,,,,,,,,,
2985,0.01407,14.07,,,,,,,,,,,,,,,,,
2986,0.01572,15.72,,,,,,,,,,,,,,,,,
2987,0.01694,16.94,,,,,,,,,,,,,,,,,
2988,0.02126,21.26,,,,,,,,,,,,,,,,,
2989,0.02828,28.28,,,,,,,,,,,,,,,,,
2990,0.04638,46.38,,,,,,,,,,,,,,,,,
2991,0.0738,73.8,,,,,,,,,,,,,,,,,
2992,0.09851,98.51,,,,,,,,,,,,,,,,,
2993,0.09021,90.21,,,,,,,,,,,,,,,,,
2994,0.04156,41.56,,,,,,,,,,,,,,,,,
2995,0.02822,28.22,,,,,,,,,,,,,,,,,
2996,0.02458,24.58,,,,,,,,,,,,,,,,,
2997,0.01904,19.04,,,,,,,,,,,,,,,,,
2998,0.01726,17.26,,,,,,,,,,,,,,,,,
2999,0.01348,13.48,,,,,,,,,,,,,,,,,
3000,0.01267,12.67,,,,,,,,,,,,,,,,,
3001,0.01326,13.26,,,,,,,,,,,,,,,,,
3002,0.01194,11.94,,,,,,,,,,,,,,,,,
3003,0.01084,10.84,,,,,,,,,,,,,,,,,
3004,0.00742,7.42,,,,,,,,,,,,,,,,,
3005,0.00923,9.23,,,,,,,,,,,,,,,,,
3006,0.01053,10.53,,,,,,,,,,,,,,,,,
3007,0.01139,11.39,,,,,,,,,,,,,,,,,
3008,0.01405,14.05,,,,,,,,,,,,,,,,,
3009,0.01046,10.46,,,,,,,,,,,,,,,,,
3010,0.01179,11.79,,,,,,,,,,,,,,,,,
3011,0.01287,12.87,,,,,,,,,,,,,,,,,
3012,0.01572,15.72,,,,,,,,,,,,,,,,,
3013,0.01867,18.67,,,,,,,,,,,,,,,,,
3014,0.02607,26.07,,,,,,,,,,,,,,,,,
3015,0.02617,26.17,,,,,,,,,,,,,,,,,
3016,0.03262,32.62,,,,,,,,,,,,,,,,,
3017,0.0347,34.7,,,,,,,,,,,,,,,,,
3018,0.02678,26.78,,,,,,,,,,,,,,,,,
3019,0.02466,24.66,,,,,,,,,,,,,,,,,
3020,0.02554,25.54,,,,,,,,,,,,,,,,,
3021,0.02033,20.33,,,,,,,,,,,,,,,,,
3022,0.01797,17.97,,,,,,,,,,,,,,,,,
3023,0.01627,16.27,,,,,,,,,,,,,,,,,
3024,0.01557,15.57,,,,,,,,,,,,,,,,,
3025,0.01382,13.82,,,,,,,,,,,,,,,,,
3026,0.01334,13.34,,,,,,,,,,,,,,,,,
3027,0.01265,12.65,,,,,,,,,,,,,,,,,
3028,0.0131,13.1,,,,,,,,,,,,,,,,,
3029,0.01506,15.06,,,,,,,,,,,,,,,,,
3030,0.01554,15.54,,,,,,,,,,,,,,,,,
3031,0.01553,15.53,,,,,,,,,,,,,,,,,
3032,0.01481,14.81,,,,,,,,,,,,,,,,,
3033,0.01579,15.79,,,,,,,,,,,,,,,,,
3034,0.01753,17.53,,,,,,,,,,,,,,,,,
3035,0.01901,19.01,,,,,,,,,,,,,,,,,
3036,0.02113,21.13,,,,,,,,,,,,,,,,,
3037,0.02313,23.13,,,,,,,,,,,,,,,,,
3038,0.02688,26.88,,,,,,,,,,,,,,,,,
3039,0.03731,37.31,,,,,,,,,,,,,,,,,
3040,0.0385,38.5,,,,,,,,,,,,,,,,,
3041,0.0325,32.5,,,,,,,,,,,,,,,,,
3042,0.02579,25.79,,,,,,,,,,,,,,,,,
3043,0.02036,20.36,,,,,,,,,,,,,,,,,
3044,0.01921,19.21,,,,,,,,,,,,,,,,,
3045,0.0154,15.4,,,,,,,,,,,,,,,,,
3046,0.01389,13.89,,,,,,,,,,,,,,,,,
3047,0.01264,12.64,,,,,,,,,,,,,,,,,
3048,0.01241,12.41,,,,,,,,,,,,,,,,,
3049,0.00717,7.17,,,,,,,,,,,,,,,,,
3050,0.00601,6.01,,,,,,,,,,,,,,,,,
3051,0.00509,5.09,,,,,,,,,,,,,,,,,
3052,0.00572,5.72,,,,,,,,,,,,,,,,,
3053,0.00651,6.51,,,,,,,,,,,,,,,,,
3054,0.01104,11.04,,,,,,,,,,,,,,,,,
3055,0.01251,12.51,,,,,,,,,,,,,,,,,
3056,0.01236,12.36,,,,,,,,,,,,,,,,,
3057,0.01639,16.39,,,,,,,,,,,,,,,,,
3058,0.01224,12.24,,,,,,,,,,,,,,,,,
3059,0.01252,12.52,,,,,,,,,,,,,,,,,
3060,0.01225,12.25,,,,,,,,,,,,,,,,,
3061,0.01547,15.47,,,,,,,,,,,,,,,,,
3062,0.01682,16.82,,,,,,,,,,,,,,,,,
3063,0.01856,18.56,,,,,,,,,,,,,,,,,
3064,0.03853,38.53,,,,,,,,,,,,,,,,,
3065,0.01854,18.54,,,,,,,,,,,,,,,,,
3066,0.02428,24.28,,,,,,,,,,,,,,,,,
3067,0.02027,20.27,,,,,,,,,,,,,,,,,
3068,0.01694,16.94,,,,,,,,,,,,,,,,,
3069,0.01931,19.31,,,,,,,,,,,,,,,,,
3070,0.01594,15.94,,,,,,,,,,,,,,,,,
3071,0.01319,13.19,,,,,,,,,,,,,,,,,
3072,0.01393,13.93,,,,,,,,,,,,,,,,,
3073,0.01206,12.06,,,,,,,,,,,,,,,,,
3074,0.01055,10.55,,,,,,,,,,,,,,,,,
3075,0.00963,9.63,,,,,,,,,,,,,,,,,
3076,0.01022,10.22,,,,,,,,,,,,,,,,,
3077,0.01067,10.67,,,,,,,,,,,,,,,,,
3078,0.01396,13.96,,,,,,,,,,,,,,,,,
3079,0.01236,12.36,,,,,,,,,,,,,,,,,
3080,0.01229,12.29,,,,,,,,,,,,,,,,,
3081,0.01297,12.97,,,,,,,,,,,,,,,,,
3082,0.01341,13.41,,,,,,,,,,,,,,,,,
3083,0.01384,13.84,,,,,,,,,,,,,,,,,
3084,0.01367,13.67,,,,,,,,,,,,,,,,,
3085,0.01801,18.01,,,,,,,,,,,,,,,,,
3086,0.01898,18.98,,,,,,,,,,,,,,,,,
3087,0.02012,20.12,,,,,,,,,,,,,,,,,
3088,0.02674,26.74,,,,,,,,,,,,,,,,,
3089,0.02628,26.28,,,,,,,,,,,,,,,,,
3090,0.02163,21.63,,,,,,,,,,,,,,,,,
3091,0.01981,19.81,,,,,,,,,,,,,,,,,
3092,0.02478,24.78,,,,,,,,,,,,,,,,,
3093,0.02105,21.05,,,,,,,,,,,,,,,,,
3094,0.02014,20.14,,,,,,,,,,,,,,,,,
3095,0.01735,17.35,,,,,,,,,,,,,,,,,
3096,0.01666,16.66,,,,,,,,,,,,,,,,,
3097,0.01478,14.78,,,,,,,,,,,,,,,,,
3098,0.01393,13.93,,,,,,,,,,,,,,,,,
3099,0.01318,13.18,,,,,,,,,,,,,,,,,
3100,0.01218,12.18,,,,,,,,,,,,,,,,,
3101,0.01238,12.38,,,,,,,,,,,,,,,,,
3102,0.01148,11.48,,,,,,,,,,,,,,,,,
3103,0.01215,12.15,,,,,,,,,,,,,,,,,
3104,0.01356,13.56,,,,,,,,,,,,,,,,,
3105,0.01409,14.09,,,,,,,,,,,,,,,,,
3106,0.01666,16.66,,,,,,,,,,,,,,,,,
3107,0.01734,17.34,,,,,,,,,,,,,,,,,
3108,0.01857,18.57,,,,,,,,,,,,,,,,,
3109,0.01931,19.31,,,,,,,,,,,,,,,,,
3110,0.02057,20.57,,,,,,,,,,,,,,,,,
3111,0.02334,23.34,,,,,,,,,,,,,,,,,
3112,0.03013,30.13,,,,,,,,,,,,,,,,,
3113,0.03322,33.22,,,,,,,,,,,,,,,,,
3114,0.02482,24.82,,,,,,,,,,,,,,,,,
3115,0.02283,22.83,,,,,,,,,,,,,,,,,
3116,0.02284,22.84,,,,,,,,,,,,,,,,,
3117,0.01732,17.32,,,,,,,,,,,,,,,,,
3118,0.01476,14.76,,,,,,,,,,,,,,,,,
3119,0.01332,13.32,,,,,,,,,,,,,,,,,
3120,0.01253,12.53,,,,,,,,,,,,,,,,,
3121,0.01096,10.96,,,,,,,,,,,,,,,,,
3122,0.01093,10.93,,,,,,,,,,,,,,,,,
3123,0.01152,11.52,,,,,,,,,,,,,,,,,
3124,0.01201,12.01,,,,,,,,,,,,,,,,,
3125,0.01284,12.84,,,,,,,,,,,,,,,,,
3126,0.01183,11.83,,,,,,,,,,,,,,,,,
3127,0.01183,11.83,,,,,,,,,,,,,,,,,
3128,0.01313,13.13,,,,,,,,,,,,,,,,,
3129,0.01436,14.36,,,,,,,,,,,,,,,,,
3130,0.01617,16.17,,,,,,,,,,,,,,,,,
3131,0.01484,14.84,,,,,,,,,,,,,,,,,
3132,0.01606,16.06,,,,,,,,,,,,,,,,,
3133,0.0166,16.6,,,,,,,,,,,,,,,,,
3134,0.01878,18.78,,,,,,,,,,,,,,,,,
3135,0.02249,22.49,,,,,,,,,,,,,,,,,
3136,0.02815,28.15,,,,,,,,,,,,,,,,,
3137,0.02898,28.98,,,,,,,,,,,,,,,,,
3138,0.02045,20.45,,,,,,,,,,,,,,,,,
3139,0.01733,17.33,,,,,,,,,,,,,,,,,
3140,0.01615,16.15,,,,,,,,,,,,,,,,,
3141,0.01422,14.22,,,,,,,,,,,,,,,,,
3142,0.0146,14.6,,,,,,,,,,,,,,,,,
3143,0.0118,11.8,,,,,,,,,,,,,,,,,
3144,0.01234,12.34,,,,,,,,,,,,,,,,,
3145,0.01053,10.53,,,,,,,,,,,,,,,,,
3146,0.00985,9.85,,,,,,,,,,,,,,,,,
3147,0.00995,9.95,,,,,,,,,,,,,,,,,
3148,0.01013,10.13,,,,,,,,,,,,,,,,,
3149,0.0124,12.4,,,,,,,,,,,,,,,,,
3150,0.01272,12.72,,,,,,,,,,,,,,,,,
3151,0.01249,12.49,,,,,,,,,,,,,,,,,
3152,0.01256,12.56,,,,,,,,,,,,,,,,,
3153,0.01268,12.68,,,,,,,,,,,,,,,,,
3154,0.01292,12.92,,,,,,,,,,,,,,,,,
3155,0.01621,16.21,,,,,,,,,,,,,,,,,
3156,0.01681,16.81,,,,,,,,,,,,,,,,,
3157,0.01585,15.85,,,,,,,,,,,,,,,,,
3158,0.0177,17.7,,,,,,,,,,,,,,,,,
3159,0.02338,23.38,,,,,,,,,,,,,,,,,
3160,0.02766,27.66,,,,,,,,,,,,,,,,,
3161,0.02481,24.81,,,,,,,,,,,,,,,,,
3162,0.01666,16.66,,,,,,,,,,,,,,,,,
3163,0.01528,15.28,,,,,,,,,,,,,,,,,
3164,0.01962,19.62,,,,,,,,,,,,,,,,,
3165,0.01814,18.14,,,,,,,,,,,,,,,,,
3166,0.01493,14.93,,,,,,,,,,,,,,,,,
3167,0.01274,12.74,,,,,,,,,,,,,,,,,
3168,0.01149,11.49,,,,,,,,,,,,,,,,,
3169,0.00995,9.95,,,,,,,,,,,,,,,,,
3170,0.01091,10.91,,,,,,,,,,,,,,,,,
3171,0.01207,12.07,,,,,,,,,,,,,,,,,
3172,0.01281,12.81,,,,,,,,,,,,,,,,,
3173,0.01411,14.11,,,,,,,,,,,,,,,,,
3174,0.0144,14.4,,,,,,,,,,,,,,,,,
3175,0.01362,13.62,,,,,,,,,,,,,,,,,
3176,0.01338,13.38,,,,,,,,,,,,,,,,,
3177,0.01442,14.42,,,,,,,,,,,,,,,,,
3178,0.01474,14.74,,,,,,,,,,,,,,,,,
3179,0.01701,17.01,,,,,,,,,,,,,,,,,
3180,0.02073,20.73,,,,,,,,,,,,,,,,,
3181,0.02185,21.85,,,,,,,,,,,,,,,,,
3182,0.02836,28.36,,,,,,,,,,,,,,,,,
3183,0.03307,33.07,,,,,,,,,,,,,,,,,
3184,0.03514,35.14,,,,,,,,,,,,,,,,,
3185,0.02549,25.49,,,,,,,,,,,,,,,,,
3186,0.01919,19.19,,,,,,,,,,,,,,,,,
3187,0.01922,19.22,,,,,,,,,,,,,,,,,
3188,0.01801,18.01,,,,,,,,,,,,,,,,,
3189,0.0165,16.5,,,,,,,,,,,,,,,,,
3190,0.0154,15.4,,,,,,,,,,,,,,,,,
3191,0.01362,13.62,,,,,,,,,,,,,,,,,
3192,0.01502,15.02,,,,,,,,,,,,,,,,,
3193,0.01102,11.02,,,,,,,,,,,,,,,,,
3194,0.01105,11.05,,,,,,,,,,,,,,,,,
3195,0.0105,10.5,,,,,,,,,,,,,,,,,
3196,0.01063,10.63,,,,,,,,,,,,,,,,,
3197,0.01288,12.88,,,,,,,,,,,,,,,,,
3198,0.01135,11.35,,,,,,,,,,,,,,,,,
3199,0.01089,10.89,,,,,,,,,,,,,,,,,
3200,0.01665,16.65,,,,,,,,,,,,,,,,,
3201,0.01714,17.14,,,,,,,,,,,,,,,,,
3202,0.0144,14.4,,,,,,,,,,,,,,,,,
3203,0.01761,17.61,,,,,,,,,,,,,,,,,
3204,0.01956,19.56,,,,,,,,,,,,,,,,,
3205,0.02153,21.53,,,,,,,,,,,,,,,,,
3206,0.02637,26.37,,,,,,,,,,,,,,,,,
3207,0.03539,35.39,,,,,,,,,,,,,,,,,
3208,0.02376,23.76,,,,,,,,,,,,,,,,,
3209,0.0227,22.7,,,,,,,,,,,,,,,,,
3210,0.02718,27.18,,,,,,,,,,,,,,,,,
3211,0.02038,20.38,,,,,,,,,,,,,,,,,
3212,0.01914,19.14,,,,,,,,,,,,,,,,,
3213,0.0211,21.1,,,,,,,,,,,,,,,,,
3214,0.01837,18.37,,,,,,,,,,,,,,,,,
3215,0.01654,16.54,,,,,,,,,,,,,,,,,
3216,0.01193,11.93,,,,,,,,,,,,,,,,,
3217,0.01094,10.94,,,,,,,,,,,,,,,,,
3218,0.00916,9.16,,,,,,,,,,,,,,,,,
3219,0.00936,9.36,,,,,,,,,,,,,,,,,
3220,0.01116,11.16,,,,,,,,,,,,,,,,,
3221,0.01325,13.25,,,,,,,,,,,,,,,,,
3222,0.01239,12.39,,,,,,,,,,,,,,,,,
3223,0.01442,14.42,,,,,,,,,,,,,,,,,
3224,0.01558,15.58,,,,,,,,,,,,,,,,,
3225,0.0114,11.4,,,,,,,,,,,,,,,,,
3226,0.01451,14.51,,,,,,,,,,,,,,,,,
3227,0.01618,16.18,,,,,,,,,,,,,,,,,
3228,0.01906,19.06,,,,,,,,,,,,,,,,,
3229,0.02583,25.83,,,,,,,,,,,,,,,,,
3230,0.03798,37.98,,,,,,,,,,,,,,,,,
3231,0.04125,41.25,,,,,,,,,,,,,,,,,
3232,0.04533,45.33,,,,,,,,,,,,,,,,,
3233,0.02727,27.27,,,,,,,,,,,,,,,,,
3234,0.02159,21.59,,,,,,,,,,,,,,,,,
3235,0.01973,19.73,,,,,,,,,,,,,,,,,
3236,0.01784,17.84,,,,,,,,,,,,,,,,,
